Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
64,2448,2416,0,2416,0,0,3,0,0,0,0,0,0,108.6144,108.6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.6123,0,108.6123,0,108.6123,0,108.6123,'Trojan Free','C6288'
64,2456,2424,0,2424,0,0,8,0,0,0,0,0,0,109.0766,109.0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0745,0,109.0745,0,109.0745,0,109.0745,'Trojan Infected','C6288-T000'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9913,108.9913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9892,0,108.9892,0,108.9892,0,108.9892,'Trojan Infected','C6288-T001'
64,2454,2422,0,2422,0,0,5,0,0,0,0,0,0,108.9875,108.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9854,0,108.9854,0,108.9854,0,108.9854,'Trojan Infected','C6288-T002'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0804,109.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0783,0,109.0783,0,109.0783,0,109.0783,'Trojan Infected','C6288-T003'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0336,109.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0314,0,109.0314,0,109.0314,0,109.0314,'Trojan Infected','C6288-T004'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0336,109.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0314,0,109.0314,0,109.0314,0,109.0314,'Trojan Infected','C6288-T005'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0544,109.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0522,0,109.0522,0,109.0522,0,109.0522,'Trojan Infected','C6288-T006'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0963,109.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0942,0,109.0942,0,109.0942,0,109.0942,'Trojan Infected','C6288-T007'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9496,108.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9474,0,108.9474,0,108.9474,0,108.9474,'Trojan Infected','C6288-T008'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,108.9986,108.9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9964,0,108.9964,0,108.9964,0,108.9964,'Trojan Infected','C6288-T009'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1088,109.1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1066,0,109.1066,0,109.1066,0,109.1066,'Trojan Infected','C6288-T010'
64,2457,2425,0,2425,0,0,9,0,0,0,0,0,0,109.1877,109.1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1856,0,109.1856,0,109.1856,0,109.1856,'Trojan Infected','C6288-T011'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0088,109.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0066,0,109.0066,0,109.0066,0,109.0066,'Trojan Infected','C6288-T012'
64,2456,2424,0,2424,0,0,6,0,0,0,0,0,0,109.0711,109.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0689,0,109.0689,0,109.0689,0,109.0689,'Trojan Infected','C6288-T013'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0498,109.0498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0477,0,109.0477,0,109.0477,0,109.0477,'Trojan Infected','C6288-T014'
64,2455,2423,0,2423,0,0,6,0,0,0,0,0,0,108.9967,108.9967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9945,0,108.9945,0,108.9945,0,108.9945,'Trojan Infected','C6288-T015'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1569,109.1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1547,0,109.1547,0,109.1547,0,109.1547,'Trojan Infected','C6288-T016'
64,2454,2422,0,2422,0,0,5,0,0,0,0,0,0,109.1313,109.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1292,0,109.1292,0,109.1292,0,109.1292,'Trojan Infected','C6288-T017'
64,2455,2423,0,2423,0,0,6,0,0,0,0,0,0,109.1171,109.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.115,0,109.115,0,109.115,0,109.115,'Trojan Infected','C6288-T018'
64,2456,2424,0,2424,0,0,8,0,0,0,0,0,0,109.1971,109.1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1949,0,109.1949,0,109.1949,0,109.1949,'Trojan Infected','C6288-T019'
64,2454,2422,0,2422,0,0,8,0,0,0,0,0,0,109.1019,109.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0998,0,109.0998,0,109.0998,0,109.0998,'Trojan Infected','C6288-T020'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,108.9992,108.9992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.997,0,108.997,0,108.997,0,108.997,'Trojan Infected','C6288-T021'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.004,109.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0018,0,109.0018,0,109.0018,0,109.0018,'Trojan Infected','C6288-T022'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,108.9992,108.9992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.997,0,108.997,0,108.997,0,108.997,'Trojan Infected','C6288-T023'
64,2456,2424,0,2424,0,0,8,0,0,0,0,0,0,109.1875,109.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1854,0,109.1854,0,109.1854,0,109.1854,'Trojan Infected','C6288-T024'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0311,109.0311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0289,0,109.0289,0,109.0289,0,109.0289,'Trojan Infected','C6288-T025'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0298,109.0298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0277,0,109.0277,0,109.0277,0,109.0277,'Trojan Infected','C6288-T026'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1052,109.1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1031,0,109.1031,0,109.1031,0,109.1031,'Trojan Infected','C6288-T027'
64,2456,2424,0,2424,0,0,8,0,0,0,0,0,0,109.1138,109.1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1116,0,109.1116,0,109.1116,0,109.1116,'Trojan Infected','C6288-T028'
64,2458,2426,0,2426,0,0,8,0,0,0,0,0,0,109.1933,109.1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1912,0,109.1912,0,109.1912,0,109.1912,'Trojan Infected','C6288-T029'
64,2455,2423,0,2423,0,0,5,0,0,0,0,0,0,109.1285,109.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1264,0,109.1264,0,109.1264,0,109.1264,'Trojan Infected','C6288-T030'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0311,109.0311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0289,0,109.0289,0,109.0289,0,109.0289,'Trojan Infected','C6288-T031'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9748,108.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9727,0,108.9727,0,108.9727,0,108.9727,'Trojan Infected','C6288-T032'
64,2456,2424,0,2424,0,0,9,0,0,0,0,0,0,109.1277,109.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1256,0,109.1256,0,109.1256,0,109.1256,'Trojan Infected','C6288-T033'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0519,109.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0497,0,109.0497,0,109.0497,0,109.0497,'Trojan Infected','C6288-T034'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.01,109.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0079,0,109.0079,0,109.0079,0,109.0079,'Trojan Infected','C6288-T035'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0523,109.0523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0502,0,109.0502,0,109.0502,0,109.0502,'Trojan Infected','C6288-T036'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.1677,109.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1656,0,109.1656,0,109.1656,0,109.1656,'Trojan Infected','C6288-T037'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.1475,109.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1454,0,109.1454,0,109.1454,0,109.1454,'Trojan Infected','C6288-T038'
64,2458,2426,0,2426,0,0,7,0,0,0,0,0,0,109.065,109.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0628,0,109.0628,0,109.0628,0,109.0628,'Trojan Infected','C6288-T039'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0392,109.0392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.037,0,109.037,0,109.037,0,109.037,'Trojan Infected','C6288-T040'
64,2457,2425,0,2425,0,0,8,0,0,0,0,0,0,109.0954,109.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0933,0,109.0933,0,109.0933,0,109.0933,'Trojan Infected','C6288-T041'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,108.9804,108.9804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9783,0,108.9783,0,108.9783,0,108.9783,'Trojan Infected','C6288-T042'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1163,109.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1142,0,109.1142,0,109.1142,0,109.1142,'Trojan Infected','C6288-T043'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0085,109.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0064,0,109.0064,0,109.0064,0,109.0064,'Trojan Infected','C6288-T044'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.1017,109.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0995,0,109.0995,0,109.0995,0,109.0995,'Trojan Infected','C6288-T045'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0171,109.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.015,0,109.015,0,109.015,0,109.015,'Trojan Infected','C6288-T046'
64,2456,2424,0,2424,0,0,9,0,0,0,0,0,0,109.1394,109.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1372,0,109.1372,0,109.1372,0,109.1372,'Trojan Infected','C6288-T047'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0488,109.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0466,0,109.0466,0,109.0466,0,109.0466,'Trojan Infected','C6288-T048'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0025,109.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0004,0,109.0004,0,109.0004,0,109.0004,'Trojan Infected','C6288-T049'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0577,109.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0556,0,109.0556,0,109.0556,0,109.0556,'Trojan Infected','C6288-T050'
64,2455,2423,0,2423,0,0,9,0,0,0,0,0,0,109.1417,109.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1395,0,109.1395,0,109.1395,0,109.1395,'Trojan Infected','C6288-T051'
64,2455,2423,0,2423,0,0,9,0,0,0,0,0,0,109.0675,109.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0654,0,109.0654,0,109.0654,0,109.0654,'Trojan Infected','C6288-T052'
64,2458,2426,0,2426,0,0,8,0,0,0,0,0,0,109.2275,109.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.2253,0,109.2253,0,109.2253,0,109.2253,'Trojan Infected','C6288-T053'
64,2454,2422,0,2422,0,0,5,0,0,0,0,0,0,109.01,109.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0079,0,109.0079,0,109.0079,0,109.0079,'Trojan Infected','C6288-T054'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,108.9931,108.9931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.991,0,108.991,0,108.991,0,108.991,'Trojan Infected','C6288-T055'
64,2457,2425,0,2425,0,0,7,0,0,0,0,0,0,109.0584,109.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0562,0,109.0562,0,109.0562,0,109.0562,'Trojan Infected','C6288-T056'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,108.9961,108.9961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9939,0,108.9939,0,108.9939,0,108.9939,'Trojan Infected','C6288-T057'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0794,109.0794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0772,0,109.0772,0,109.0772,0,109.0772,'Trojan Infected','C6288-T058'
64,2455,2423,0,2423,0,0,9,0,0,0,0,0,0,109.1417,109.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1395,0,109.1395,0,109.1395,0,109.1395,'Trojan Infected','C6288-T059'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0662,109.0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0641,0,109.0641,0,109.0641,0,109.0641,'Trojan Infected','C6288-T060'
64,2457,2425,0,2425,0,0,7,0,0,0,0,0,0,109.0541,109.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.052,0,109.052,0,109.052,0,109.052,'Trojan Infected','C6288-T061'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.0154,109.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0133,0,109.0133,0,109.0133,0,109.0133,'Trojan Infected','C6288-T062'
64,2453,2421,0,2421,0,0,8,0,0,0,0,0,0,109.0255,109.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0233,0,109.0233,0,109.0233,0,109.0233,'Trojan Infected','C6288-T063'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9496,108.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9475,0,108.9475,0,108.9475,0,108.9475,'Trojan Infected','C6288-T064'
64,2458,2426,0,2426,0,0,8,0,0,0,0,0,0,109.1713,109.1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1691,0,109.1691,0,109.1691,0,109.1691,'Trojan Infected','C6288-T065'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9913,108.9913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9891,0,108.9891,0,108.9891,0,108.9891,'Trojan Infected','C6288-T066'
64,2457,2425,0,2425,0,0,8,0,0,0,0,0,0,109.1406,109.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1385,0,109.1385,0,109.1385,0,109.1385,'Trojan Infected','C6288-T067'
64,2457,2425,0,2425,0,0,7,0,0,0,0,0,0,109.0784,109.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0762,0,109.0762,0,109.0762,0,109.0762,'Trojan Infected','C6288-T068'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0513,109.0513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0491,0,109.0491,0,109.0491,0,109.0491,'Trojan Infected','C6288-T069'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.0721,109.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0699,0,109.0699,0,109.0699,0,109.0699,'Trojan Infected','C6288-T070'
64,2459,2427,0,2427,0,0,8,0,0,0,0,0,0,109.1814,109.1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1793,0,109.1793,0,109.1793,0,109.1793,'Trojan Infected','C6288-T071'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0177,109.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0155,0,109.0155,0,109.0155,0,109.0155,'Trojan Infected','C6288-T072'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,108.9875,108.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9854,0,108.9854,0,108.9854,0,108.9854,'Trojan Infected','C6288-T073'
64,2451,2419,0,2419,0,0,6,0,0,0,0,0,0,108.8119,108.8119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8098,0,108.8098,0,108.8098,0,108.8098,'Trojan Infected','C6288-T074'
64,2458,2426,0,2426,0,0,8,0,0,0,0,0,0,109.1573,109.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1551,0,109.1551,0,109.1551,0,109.1551,'Trojan Infected','C6288-T075'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.0966,109.0966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0945,0,109.0945,0,109.0945,0,109.0945,'Trojan Infected','C6288-T076'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0113,109.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0091,0,109.0091,0,109.0091,0,109.0091,'Trojan Infected','C6288-T077'
64,2454,2422,0,2422,0,0,5,0,0,0,0,0,0,108.9683,108.9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9662,0,108.9662,0,108.9662,0,108.9662,'Trojan Infected','C6288-T078'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,108.9979,108.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9958,0,108.9958,0,108.9958,0,108.9958,'Trojan Infected','C6288-T079'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0333,109.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0312,0,109.0312,0,109.0312,0,109.0312,'Trojan Infected','C6288-T080'
64,2456,2424,0,2424,0,0,9,0,0,0,0,0,0,109.1012,109.1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0991,0,109.0991,0,109.0991,0,109.0991,'Trojan Infected','C6288-T081'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,109.0009,109.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9987,0,108.9987,0,108.9987,0,108.9987,'Trojan Infected','C6288-T082'
64,2457,2425,0,2425,0,0,8,0,0,0,0,0,0,109.0488,109.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0466,0,109.0466,0,109.0466,0,109.0466,'Trojan Infected','C6288-T083'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.0632,109.0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.061,0,109.061,0,109.061,0,109.061,'Trojan Infected','C6288-T084'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1042,109.1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1021,0,109.1021,0,109.1021,0,109.1021,'Trojan Infected','C6288-T085'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,108.9979,108.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9958,0,108.9958,0,108.9958,0,108.9958,'Trojan Infected','C6288-T086'
64,2457,2425,0,2425,0,0,7,0,0,0,0,0,0,109.0402,109.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.038,0,109.038,0,109.038,0,109.038,'Trojan Infected','C6288-T087'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9617,108.9617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9596,0,108.9596,0,108.9596,0,108.9596,'Trojan Infected','C6288-T088'
64,2455,2423,0,2423,0,0,7,0,0,0,0,0,0,109.0052,109.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0031,0,109.0031,0,109.0031,0,109.0031,'Trojan Infected','C6288-T089'
64,2454,2422,0,2422,0,0,6,0,0,0,0,0,0,109.025,109.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0229,0,109.0229,0,109.0229,0,109.0229,'Trojan Infected','C6288-T090'
64,2455,2423,0,2423,0,0,9,0,0,0,0,0,0,109.1181,109.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.116,0,109.116,0,109.116,0,109.116,'Trojan Infected','C6288-T091'
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.1417,109.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1395,0,109.1395,0,109.1395,0,109.1395,'Trojan Infected','C6288-T092'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9617,108.9617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9596,0,108.9596,0,108.9596,0,108.9596,'Trojan Infected','C6288-T093'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.004,109.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0018,0,109.0018,0,109.0018,0,109.0018,'Trojan Infected','C6288-T094'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9496,108.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9475,0,108.9475,0,108.9475,0,108.9475,'Trojan Infected','C6288-T095'
64,2453,2421,0,2421,0,0,6,0,0,0,0,0,0,108.9496,108.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9475,0,108.9475,0,108.9475,0,108.9475,'Trojan Infected','C6288-T096'
64,2454,2422,0,2422,0,0,7,0,0,0,0,0,0,109.0452,109.0452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0431,0,109.0431,0,109.0431,0,109.0431,'Trojan Infected','C6288-T097'
